 &plot nbnd= 100, nks=   701 /
            0.000000  0.000000  0.000000
   28.021   28.982   29.028   29.625   30.262   30.581   30.917   31.837   32.145   33.913
   34.608   35.600   36.606   36.886   38.091   38.243   38.982   39.018   39.069   39.653
   39.882   40.490   40.645   40.931   41.461   42.116   42.157   42.509   42.934   43.249
   43.896   44.193   44.611   44.931   45.577   45.975   46.255   46.521   46.815   47.004
   47.204   47.251   47.832   47.874   48.438   48.485   48.560   49.368   49.712   50.444
            0.082871  0.000000  0.034924
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.828
   -9.827   -9.810   -0.752    1.961    5.898    7.309    7.332    8.118    8.478    9.002
    9.070    9.821    9.830   10.223   10.852   11.009   11.389   12.593   12.837   13.477
   14.127   15.841   16.217   16.306   16.878   17.232   17.422   18.448   20.093   20.392
   20.664   21.582   21.659   22.133   23.577   24.789   25.172   25.418   25.435   25.965
   27.972   28.984   28.997   29.627   30.256   30.591   30.949   31.859   32.197   33.822
   34.623   35.556   36.624   36.934   38.024   38.199   38.954   39.017   39.079   39.656
   39.904   40.486   40.599   40.899   41.523   42.101   42.118   42.527   43.000   43.225
   43.889   44.194   44.577   44.950   45.545   46.064   46.208   46.535   46.800   47.018
   47.161   47.213   47.818   47.826   48.426   48.497   48.604   49.457   49.786   50.429
            0.089777  0.000000  0.037834
  -72.233  -72.224  -38.011  -38.010  -37.998  -37.984  -37.945  -37.945  -28.808   -9.828
   -9.827   -9.810   -0.749    1.959    5.903    7.306    7.332    8.121    8.474    8.998
    9.077    9.820    9.829   10.219   10.830   10.992   11.411   12.565   12.835   13.503
   14.149   15.851   16.220   16.289   16.895   17.226   17.445   18.434   20.054   20.377
   20.668   21.570   21.658   22.153   23.603   24.780   25.177   25.445   25.454   25.994
   27.923   28.965   28.989   29.617   30.260   30.601   30.984   31.883   32.250   33.730
   34.641   35.509   36.639   36.984   37.957   38.155   38.921   39.014   39.087   39.667
   39.919   40.484   40.549   40.879   41.577   42.043   42.120   42.553   43.023   43.237
   43.886   44.191   44.549   44.973   45.508   46.146   46.159   46.544   46.787   47.018
   47.136   47.174   47.782   47.810   48.414   48.510   48.653   49.546   49.856   50.472
            0.096683  0.000000  0.040745
  -72.233  -72.224  -38.010  -38.010  -37.998  -37.984  -37.946  -37.946  -28.808   -9.829
   -9.827   -9.810   -0.746    1.958    5.908    7.302    7.333    8.125    8.470    8.993
